,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
2307,1135605,165000.0,2013-08-01,2/1/14 0:00,Network Engineer,Hyderabad,M,1991-02-12,84.2,State Board,2009.0,77.4,State Board,9129,2,B.Tech/B.E.,Computer Science & Engineering,70.02,9129,1,Telangana,2013,545,530,475,0.6226429158,395,-1,407,-1,-1,-1,-1,-0.159,1.3779,0.4711,0.3995,0.6721
2308,1061416,200000.0,2014-07-01,9/1/14 0:00,Field Service Engineer,Hyderabad,M,1993-07-08,82.0,State Board,2010.0,84.4,State Board,2162,2,B.Tech/B.E.,Mechanical Engineering,70.0,2162,1,Telangana,2014,405,495,500,0.9039407821,315,-1,-1,500,-1,-1,-1,1.4208,1.7109,0.1637,0.5262,1.6302
2309,324330,120000.0,2013-01-01,12/1/13 0:00,Programmer,Mumbai,M,1990-01-22,77.6,Maharastra Board,2008.0,59.0,Maharashtra Board,993,2,B.Tech/B.E.,Information Technology,58.66,993,1,Maharashtra,2012,405,585,334,0.3084005829,355,-1,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1988,-0.7015,-1.2354
2310,624172,85000.0,2014-07-01,5/1/15 0:00,Business Development Executive,Indore,F,1991-12-26,73.4,State Board,2009.0,82.8,State Board,5815,2,B.Tech/B.E.,Electronics And Communication Engineering,74.28,5815,0,Madhya Pradesh,2013,345,450,370,0.05879280001,345,200,-1,-1,-1,446,-1,0.8463,1.0449,0.7785,0.5262,0.4805
2311,856700,200000.0,2013-08-01,7/1/14 0:00,Software Developer,Bangalore,M,1991-06-08,89.12,State Board,2009.0,65.0,State Board,6575,2,B.Tech/B.E.,Electrical Engineering,65.24,6575,1,Karnataka,2013,370,410,470,0.2987691286,325,-1,315,-1,356,-1,-1,0.2718,1.2114,1.3933,1.4136,-0.2859
2312,859453,335000.0,2014-02-01,Present,Programmer Analyst,Pune,M,1992-08-22,89.6,Icse,2009.0,85.56,Icse,485,2,B.Tech/B.E.,Electronics & Instrumentation Eng,66.56,485,0,Uttar Pradesh,2013,535,690,620,0.9432721579,475,452,-1,-1,-1,-1,-1,-0.0154,0.5454,-0.2974,-0.8682,-0.0943
2313,1072589,300000.0,2014-07-01,Present,Software Test Engineer,Bangalore,M,1993-05-03,72.33,State Board,2009.0,60.0,State Board,12497,2,B.Tech/B.E.,Information Technology,67.35,12497,0,Rajasthan,2013,370,540,525,0.6226429158,395,-1,407,-1,-1,-1,-1,1.1336,0.8784,1.0859,-0.3612,0.8637
2314,1152098,170000.0,2013-07-01,5/1/14 0:00,Operation Executive,Kolkata,M,1990-12-19,79.0,State Board,2008.0,74.0,State Board,4979,2,B.Tech/B.E.,Electrical Engineering,76.1,4979,0,West Bengal,2013,595,510,585,0.193768442,-1,-1,-1,-1,324,-1,-1,-1.0208,-0.2871,-0.2974,1.2869,0.4805
2315,765181,360000.0,2013-09-01,8/1/14 0:00,Software Test Engineer,Bangalore,M,1991-09-11,78.4,Cbse,2009.0,82.0,State Board,9122,2,B.Tech/B.E.,Computer Science & Engineering,70.0,9122,1,Telangana,2013,615,605,545,0.4883479768,405,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-1.0659,-0.7415,-1.6273
2316,512353,400000.0,2013-06-01,Present,Jr. Software Engineer,Nagpur,M,1991-10-25,66.15,State Board,2009.0,54.0,State Board,3603,2,B.Tech/B.E.,Computer Science & Engineering,66.0,3603,0,Maharashtra,2013,360,495,280,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.1855,-0.1232,-0.4891,-1.2303,-1.3934
2317,1261625,210000.0,2014-02-01,Present,Software Engineer,Noida,M,1990-02-26,65.2,Cbse,2007.0,80.0,Cbse,35,1,Mca,Computer Application,81.6,35,1,Delhi,2013,430,570,465,0.744758354,555,-1,438,-1,-1,-1,-1,0.1282,0.7119,0.01,-0.3612,-1.244
2318,1094242,220000.0,2014-07-01,Present,Get,Lucknow,M,1992-02-06,80.2,Cbse,2009.0,64.2,Cbse,13092,2,B.Tech/B.E.,Electronics And Electrical Engineering,71.0,13092,0,Uttar Pradesh,2014,500,505,645,0.9660069235,-1,548,-1,-1,580,-1,-1,1.4208,1.0449,-0.4511,0.0192,0.6721
2319,784141,140000.0,2013-10-01,4/1/13 0:00,Software Engineer,Gurgaon,F,1990-08-11,78.8,Cbse,2008.0,74.6,Cbse,7424,2,B.Tech/B.E.,Electronics And Communication Engineering,72.2,7424,1,Rajasthan,2012,710,555,680,0.4935963873,345,324,-1,-1,-1,-1,-1,0.4155,0.0459,-0.7585,2.0475,0.2889
2320,1248085,150000.0,2014-11-01,11/1/15 0:00,Application Engineer,Noida,M,1991-07-26,70.2,Cbse,2009.0,61.8,State Board,17633,2,B.Tech/B.E.,Information Technology,69.0,17633,0,Orissa,2014,455,370,485,0.6226429158,395,-1,407,-1,-1,-1,-1,0.1282,-0.1206,-1.0659,1.794,0.2889
2321,321090,520000.0,2012-07-01,Present,Software Engineer,-1,M,1990-07-15,89.8,Cbse,2007.0,73.4,Cbse,47,1,B.Tech/B.E.,Computer Engineering,72.0,47,1,Delhi,2012,535,585,655,0.8841225116,535,-1,-1,-1,-1,-1,-1,-0.5719,0.3448,-0.6343,1.35483,0.4234
2323,278656,305000.0,2013-08-01,Present,Java Software Engineer,Bangalore,M,1989-09-20,67.8,Up Board,2006.0,74.0,Up Board,568,2,B.Tech/B.E.,Computer Engineering,70.4,568,0,Uttar Pradesh,2011,565,585,565,0.8841225116,535,-1,-1,-1,-1,-1,-1,-1.6538,0.8128,1.688,-0.1727,0.9763
2324,257849,200000.0,2011-01-01,12/1/12 0:00,Software Developer,Chennai,M,1988-09-27,74.0,0,2006.0,74.0,0,4423,2,B.Tech/B.E.,Computer Engineering,73.0,4423,0,Tamil Nadu,2010,465,415,305,0.4508765845,395,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.2366,0.6498,0.5024
2325,1233637,280000.0,2015-02-01,Present,Java Developer,Noida,M,1993-07-05,80.5,State Board,2010.0,81.5,State Board,272,2,B.Tech/B.E.,Computer Science And Technology,80.0,272,0,Punjab,2015,440,625,510,0.9522455729,585,-1,-1,-1,-1,-1,-1,-1.1644,0.3789,0.4711,2.301,0.6721
2326,974769,300000.0,2014-10-01,4/1/15 0:00,Business Analyst,Bangalore,F,1992-08-27,79.0,Icse,2010.0,71.0,Cbse,159,2,B.Tech/B.E.,Computer Science & Engineering,79.0,159,0,Punjab,2014,580,580,575,0.4867470084,565,-1,376,-1,-1,-1,-1,1.2772,1.5444,1.2396,-1.5021,-0.6692
2327,469011,405000.0,2013-02-01,3/1/15 0:00,Java Software Engineer,-1,M,1990-09-05,73.0,Icse,2008.0,74.0,Icse,8143,2,B.Tech/B.E.,Information Technology,73.36,8143,0,Uttar Pradesh,2012,595,475,404,0.7357957092,475,-1,-1,-1,-1,-1,-1,-0.6491,-0.4353,0.2366,-0.1727,-0.6035
2328,814271,250000.0,2014-07-01,Present,Software Test Engineer,Noida,F,1993-04-04,85.0,Cbse,2010.0,77.8,Cbse,12061,2,B.Tech/B.E.,Information Technology,71.42,12061,0,Uttar Pradesh,2014,395,605,340,0.4508765845,395,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,-1.2196,1.6672,0.0973
2329,1290085,275000.0,2014-10-01,Present,Process Engineer,Noida,M,1992-05-03,81.0,Cbse,2010.0,67.2,Cbse,5812,2,B.Tech/B.E.,Computer Science & Engineering,67.3,5812,1,Rajasthan,2014,685,625,635,0.8422483223,565,-1,469,-1,-1,-1,-1,0.8463,-0.2871,-0.4511,-1.7556,-0.6692
2330,267699,430000.0,2012-09-01,5/1/13 0:00,Software Engineer,Bangalore,M,1987-03-18,57.78,Sslc Board,2005.0,45.5,Pue,462,2,Mca,Computer Application,67.0,462,1,Karnataka,2011,455,445,544,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.0464,-0.2793,0.0914,-1.1128,-0.1295
2331,505818,200000.0,2012-07-01,7/1/13 0:00,Customer Service Representative,Noida,M,1989-03-06,78.4,Cbse,2007.0,75.2,Cbse,165,2,B.Tech/B.E.,Electronics And Communication Engineering,65.15,165,1,Rajasthan,2012,465,485,590,0.9107701642,-1,433,-1,-1,-1,286,-1,-0.1855,-0.2793,1.2525,0.7086,0.1864
2332,1272476,225000.0,2014-07-01,3/1/15 0:00,Customer Service,Noida,F,1992-06-01,67.0,State Board,2009.0,61.2,State Board,6949,2,B.Tech/B.E.,Computer Science & Engineering,74.0,6949,0,Uttarakhand,2014,490,520,355,0.7040904121,465,-1,-1,-1,-1,-1,-1,1.4208,0.0459,2.1617,-2.136,1.247
2333,552939,200000.0,2012-11-01,3/1/13 0:00,Catalog Associate,Gurgoan,M,1991-04-13,56.2,Cbse,2008.0,70.0,Cbse,13,1,B.Tech/B.E.,Electronics And Electrical Engineering,73.25,13,1,Delhi,2012,500,440,455,0.6944793277,-1,366,-1,-1,-1,-1,-1,0.99,-0.7866,0.1637,1.0333,0.2889
2334,1138316,185000.0,2015-04-01,Present,Technical Support Engineer,Noida,F,1992-10-06,67.0,Cbse,2010.0,63.33,Cbse,11368,2,B.Tech/B.E.,Electronics And Communication Engineering,65.18,11368,0,Uttar Pradesh,2014,420,470,440,0.4935963873,315,324,-1,-1,-1,356,-1,0.2718,1.0449,0.7785,-1.2486,-0.4776
2335,1240232,185000.0,2013-07-01,4/1/14 0:00,Test Engineer,Noida,M,1991-02-05,90.0,Icse,2009.0,84.0,Icse,14532,2,B.Tech/B.E.,Electronics And Communication Engineering,84.0,14532,0,Tamil Nadu,2013,630,520,570,0.8816200695,435,420,-1,-1,-1,-1,-1,-0.3027,0.5454,-0.7585,0.0192,-0.2859
2336,794358,325000.0,2014-07-01,Present,Test Engineer,Bangalore,M,1991-11-11,74.8,Cbse,2009.0,70.5,Cbse,8350,2,B.Tech/B.E.,Information Technology,70.2,8350,0,Uttar Pradesh,2014,590,545,575,0.8422483223,495,-1,469,-1,-1,-1,-1,1.2772,1.3779,0.6248,-0.3612,0.4805
2337,896095,315000.0,2014-08-01,4/1/15 0:00,Software Developer,Pune,M,1992-01-30,83.0,State Board,2010.0,72.0,State Board,356,2,B.Tech/B.E.,Information Science Engineering,75.0,356,1,Karnataka,2014,510,535,500,0.2378028398,515,-1,315,-1,-1,-1,-1,-0.5899,0.7119,0.3174,-1.1218,0.0973
2338,942616,160000.0,2010-07-01,11/1/11 0:00,Assistant Manager,Banglore,M,1987-09-05,87.8,State Board,2005.0,83.8,State Board,10726,2,B.Tech/B.E.,Computer Science & Engineering,80.0,10726,0,Tamil Nadu,2010,310,535,470,-1.0,-1,-1,-1,-1,-1,-1,-1,0.4034,0.4934,-0.6339,-1.3255,0.7631
2339,308810,280000.0,2012-08-01,Present,Senior Software Engineer,New Delhi,M,1990-10-23,61.5,Up Board,2008.0,64.4,Up Board,5904,2,B.Tech/B.E.,Computer Engineering,65.64,5904,0,Uttar Pradesh,2012,405,475,515,0.9522455729,585,-1,-1,-1,-1,-1,-1,-1.6538,-0.5913,-0.4891,0.2973,-0.9194
2340,1282459,325000.0,2015-08-01,Present,Programmer Analyst,Chennai,M,1994-01-05,90.0,State Board,2011.0,88.3,State Board,12941,2,B.Tech/B.E.,Electronics And Communication Engineering,70.1,12941,0,Andhra Pradesh,2015,430,505,575,0.4369626481,405,-1,-1,-1,-1,324,-1,-0.159,0.2124,0.3174,0.5262,-0.2859
2341,660767,200000.0,2014-02-01,9/1/14 0:00,Assistant Store Manager,Lucknow,M,1991-10-23,87.0,Icse,2009.0,88.0,Icse,8735,2,B.Tech/B.E.,Computer Science & Engineering,66.0,8735,0,Uttar Pradesh,2013,545,555,575,0.7357957092,475,-1,-1,-1,-1,-1,-1,-0.8772,-0.4536,-1.527,-0.1076,0.0973
2342,518336,400000.0,2013-09-01,4/1/15 0:00,Business Office Manager,Unnao,M,1986-01-04,72.0,Cbse,2005.0,70.0,Icse,1638,2,B.Tech/B.E.,Instrumentation And Control Engineering,61.7,1638,0,Uttar Pradesh,2012,685,525,605,0.538386893,-1,333,-1,-1,-1,-1,-1,0.626,0.9688,-1.7954,1.1492,-0.2875
2343,206571,200000.0,2011-08-01,10/1/13 0:00,Software Developer,Noida,M,1989-02-12,72.0,Cbse,2006.0,70.0,Cbse,255,2,B.Tech/B.E.,Computer Engineering,72.0,255,0,Uttar Pradesh,2011,455,575,445,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.2366,-0.7603,-0.2875
2344,313081,100000.0,2011-11-01,1/1/12 0:00,Graduate Engineer Trainee,Gurgaon,M,1990-08-10,72.6,Cbse,2007.0,66.6,Cbse,6270,2,B.Tech/B.E.,Electronics And Electrical Engineering,60.0,6270,0,Uttarakhand,2011,535,525,535,0.2294817549,-1,266,-1,-1,-1,-1,-1,-0.4173,-1.0593,0.0914,-1.49467,-0.6035
2345,230669,300000.0,2011-04-01,5/1/13 0:00,Systems Engineer,Pune,F,1990-01-03,94.1,0,2007.0,95.0,0,64,2,B.Tech/B.E.,Computer Engineering,80.2,64,0,Uttar Pradesh,2011,635,545,705,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.51,1.4368,-0.344,-0.2902,0.3444
2346,228148,105000.0,2014-05-01,3/1/15 0:00,Service Coordinator,Bangalore,F,1989-09-16,58.0,0,2007.0,59.0,0,23,2,B.Tech/B.E.,Electronics And Communication Engineering,60.5,23,0,Uttar Pradesh,2011,425,435,365,0.05879280001,-1,200,-1,-1,-1,-1,-1,0.51,0.3448,-0.6343,0.6498,0.8183
2347,654318,275000.0,2013-07-01,Present,Java Software Engineer,Hyderabad,M,1991-01-21,87.0,State,2009.0,93.9,State,9812,2,B.Tech/B.E.,Electronics And Communication Engineering,74.13,9812,1,Telangana,2013,650,440,560,0.8246664007,455,400,-1,-1,-1,-1,-1,0.2718,0.2124,-0.7585,-0.7415,-2.0105
2348,1048691,145000.0,2014-10-01,4/1/15 0:00,Technical Support Engineer,Noida,M,1993-01-28,73.0,Icse,2010.0,62.0,Cbse,78,2,B.Tech/B.E.,Computer Science & Engineering,75.0,78,0,Uttar Pradesh,2014,405,545,535,0.9538997751,495,-1,530,-1,-1,-1,-1,0.7027,-1.2861,-0.9122,-0.7415,-0.8608
2349,1035826,75000.0,2014-11-01,6/1/14 0:00,Android Developer,-1,M,1990-04-07,74.16,State Board,2008.0,66.0,State Board,13147,2,B.Tech/B.E.,Computer Science & Engineering,74.64,13147,0,Uttar Pradesh,2014,500,570,465,0.744758354,335,-1,438,-1,-1,-1,-1,1.2772,0.2124,0.3174,-1.3753,0.6721
2351,338352,345000.0,2014-02-01,Present,Systems Engineer,Bangalore,M,1992-01-12,78.0,Cbse,2009.0,65.8,Cbse,11637,2,B.Tech/B.E.,Computer Engineering,73.5,11637,0,Madhya Pradesh,2013,575,575,585,0.744758354,645,-1,438,-1,-1,-1,-1,-1.9243,0.0328,-0.4891,1.67803,-0.6035
2352,325423,355000.0,2013-03-01,Present,Software Engg,Pune,M,1989-11-16,78.93,0,2008.0,65.0,0,7172,2,B.Tech/B.E.,Computer Engineering,67.63,7172,0,Maharashtra,2012,535,535,455,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.2628,1.5538,0.5994,-0.29027,0.3444
2353,796708,325000.0,2014-10-01,Present,System Engineer,Hyderabad,M,1991-08-19,78.0,Cbse,2009.0,70.0,Cbse,11848,1,B.Tech/B.E.,Electronics And Electrical Engineering,62.0,11848,0,Bihar,2014,555,645,635,0.336185066,325,-1,-1,-1,366,-1,-1,1.1336,1.5444,1.8543,-1.7556,0.0973
2354,440338,550000.0,2012-06-01,Present,Software Engineer,-1,M,1990-12-27,78.4,Cbse,2008.0,83.0,Cbse,35,1,B.Tech/B.E.,Computer Science & Engineering,77.0,35,1,Delhi,2012,375,595,585,0.994050872,675,-1,-1,-1,-1,-1,-1,-0.5332,-0.2793,-0.7794,1.4136,-0.6035
2355,636907,380000.0,2014-03-01,Present,System Engineer,Gurgaon,M,1991-02-15,81.4,Cbse,2009.0,82.8,Cbse,4501,2,B.Tech/B.E.,Computer Engineering,73.5,4501,0,Uttar Pradesh,2013,465,580,680,0.9900087567,655,-1,-1,-1,-1,-1,-1,-0.8772,-1.1196,0.3174,1.0333,-0.0943
2356,874568,150000.0,2014-07-01,4/1/15 0:00,Software Developer,Bangalore,M,1990-04-02,70.56,State Board,2009.0,57.58,State Board,9718,2,B.Tech/B.E.,Computer Science & Engineering,58.0,9718,0,Karnataka,2013,405,385,265,0.08005528134,375,-1,253,-1,-1,-1,-1,0.8463,-1.1196,-2.4491,0.653,-0.6692
2357,530381,370000.0,2013-07-01,Present,Project Engineer,Bangalore,M,1991-08-22,81.2,Icse,2009.0,85.1,Icse,11759,2,B.Tech/B.E.,Electronics And Communication Engineering,85.1,11759,0,Uttarakhand,2013,590,610,590,0.8246664007,-1,400,-1,-1,-1,446,-1,-0.5719,0.0328,-0.8157,0.4148,-0.6035
2359,959435,180000.0,2014-08-01,Present,Asp.Net Developer,Gurgaon,F,1992-07-17,82.2,Cbse,2010.0,76.0,Cbse,4319,2,B.Tech/B.E.,Computer Science & Engineering,76.62,4319,0,Punjab,2014,450,450,365,0.3565364877,395,-1,346,-1,-1,-1,-1,1.8517,1.3779,0.01,-0.995,1.0554
2360,496538,265000.0,2011-09-01,Present,Programmer,New Delhi,F,1990-08-16,71.0,Cbse,2007.0,70.0,Cbse,58,2,B.Tech/B.E.,Computer Engineering,74.0,58,0,Haryana,2011,495,635,375,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.6924,1.1248,-1.2148,1.0611,-0.1295
2361,1271433,360000.0,2014-12-01,5/1/15 0:00,It Developer,Bangalore,M,1993-07-15,85.16,State Board,2010.0,85.9,State Board,15593,2,B.Tech/B.E.,Electronics And Communication Engineering,81.0,15593,0,Telangana,2014,465,510,570,-1.0,525,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.4711,-0.995,1.247
2362,345597,105000.0,2012-12-01,9/1/14 0:00,Customer Service Representative,Bangalore,M,1990-08-17,77.7,Cbse,2008.0,64.1,Cbse,4889,2,B.Tech/B.E.,Computer Engineering,76.2,4889,1,Tamil Nadu,2012,475,385,405,0.3775514194,375,-1,-1,-1,-1,-1,-1,-2.5811,-1.0593,-0.0537,1.11983,-0.2875
2363,202935,440000.0,2011-04-01,4/1/15 0:00,Product Development Engineer,Tirupati,M,1988-11-08,90.0,Ssc,2008.0,79.1,Sbtet,3174,2,B.Tech/B.E.,Mechanical Engineering,75.45,3174,0,Andhra Pradesh,2011,425,325,505,0.6541074745,375,266,-1,420,-1,-1,380,1.9011,0.8128,0.2366,-1.8179,-1.5513
2364,472861,265000.0,2014-02-01,Present,Data Analyst,Gurgaon,M,1992-10-12,82.0,Cbse,2010.0,78.0,Cbse,57,2,B.Tech/B.E.,Electronics And Communication Engineering,64.0,57,0,Haryana,2014,395,495,575,0.9913975837,-1,516,438,-1,-1,-1,-1,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245
2365,51935,310000.0,2010-07-01,7/1/12 0:00,Software Developer,Pune,F,1988-03-30,82.26,Maharashtra State Board,2005.0,81.33,Maharashtra State Board,127,2,B.Tech/B.E.,Electronics And Communication Engineering,78.9,127,0,Maharashtra,2010,515,575,525,0.8246664007,-1,400,-1,-1,-1,-1,-1,1.1283,1.1248,1.2525,1.5899,1.1343
2366,1149831,220000.0,2014-06-01,Present,Software Engineer,Chennai,M,1993-04-11,92.8,State Board,2010.0,91.83,State Board,539,2,B.Tech/B.E.,Information Technology,70.9,539,0,Tamil Nadu,2014,595,480,645,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.01,-0.3612,0.0973
2367,614047,115000.0,2015-02-01,Present,Engineering Manager,Gurgaon,M,1993-06-02,79.0,Cbse,2010.0,79.4,Cbse,272,2,B.Tech/B.E.,Mechanical Engineering,68.58,272,0,Punjab,2014,510,560,720,0.4590158405,355,-1,-1,376,-1,-1,-1,0.2718,-0.2871,-0.6048,1.1601,-1.6273
2368,1084888,350000.0,2014-07-01,5/1/15 0:00,Software Engineer,New Delhi,M,1992-06-17,87.4,Cbse,2010.0,90.2,Cbse,6920,1,B.Tech/B.E.,Information Technology,76.1,6920,1,Delhi,2014,535,485,560,0.744758354,535,-1,438,-1,-1,-1,-1,-0.3027,-0.4536,-0.4511,-0.2344,0.4805
2369,57211,480000.0,2012-06-01,Present,Marketing Analyst,Gonda,M,1989-11-22,62.0,0,2005.0,62.0,0,3579,2,B.Tech/B.E.,Computer Engineering,74.0,3579,0,Uttar Pradesh,2010,525,615,605,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.0914,0.1798,-0.4455
2370,308775,360000.0,2012-07-01,3/1/15 0:00,Site Manager,-1,M,1990-05-10,75.0,Cbse,2008.0,62.8,Cbse,5904,2,B.Tech/B.E.,Electronics And Electrical Engineering,64.7,5904,0,Uttar Pradesh,2012,555,625,535,0.124502074,-1,233,-1,-1,-1,-1,-1,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035
2371,552859,300000.0,2014-06-01,Present,Programmer Analyst,New Delhi,M,1991-10-01,73.8,Cbse,2009.0,68.8,Cbse,13128,2,B.Tech/B.E.,Electronics And Communication Engineering,75.14,13128,1,Delhi,2013,545,350,210,0.6944793277,435,366,346,-1,-1,-1,-1,0.7027,-0.4536,0.7785,0.0192,-1.8189
2372,1198958,400000.0,2014-10-01,Present,Application Engineer,Hyderabad,M,1993-03-13,88.6,State Board,2010.0,94.7,State Board,5338,2,B.Tech/B.E.,Computer Science & Engineering,75.4,5338,0,Andhra Pradesh,2014,465,570,520,0.9113952784,635,-1,500,-1,-1,-1,-1,1.5644,1.2114,-0.7585,-2.136,-1.4356
2373,640459,600000.0,2013-09-01,4/1/14 0:00,Technical Engineer,Jamnagar,M,1991-08-20,87.4,Cbse,2009.0,83.4,Cbse,1622,2,B.Tech/B.E.,Mechanical Engineering,73.8,1622,0,Madhya Pradesh,2013,625,585,695,0.4143374264,-1,-1,-1,366,-1,-1,-1,-0.3027,0.5454,0.4711,0.5262,0.8637
2374,662142,120000.0,2014-03-01,3/1/15 0:00,Apprentice,Kolkata,M,1991-10-19,71.13,State Board,2009.0,66.0,State Board,13095,2,B.Tech/B.E.,Electronics And Communication Engineering,77.7,13095,1,West Bengal,2013,345,495,575,0.9854613943,-1,500,-1,-1,-1,-1,-1,0.8463,0.0459,1.0859,0.2727,1.6302
2375,632746,180000.0,2013-07-01,1/1/14 0:00,Technical Support Executive,Noida,M,1990-03-15,65.66,Icse,2008.0,71.66,Icse,9737,2,B.Tech/B.E.,Electronics And Communication Engineering,65.0,9737,0,Uttar Pradesh,2013,570,510,470,0.6944793277,-1,366,-1,-1,-1,393,-1,1.1336,1.7109,0.3174,-2.2627,1.4386
2376,580624,375000.0,2013-09-01,9/1/14 0:00,Software Engineer,New Delhi,F,1990-12-25,85.6,Cbse,2008.0,76.4,Cbse,8195,1,B.Tech/B.E.,Information Technology,80.26,8195,1,Delhi,2013,660,645,695,0.9014895714,545,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.7785,-0.2344,0.4805
2378,846398,300000.0,2015-01-01,Present,Associate Software Engineer,Mumbai,F,1993-01-23,77.8,Cbse,2010.0,79.2,Cbse,14351,2,B.Tech/B.E.,Electronics & Telecommunications,73.3,14351,0,Punjab,2014,405,525,415,0.6493897148,355,356,-1,-1,-1,-1,-1,0.2718,0.0459,-0.6048,-0.1076,0.0973
2379,1297763,105000.0,2013-12-01,4/1/14 0:00,Ui Developer,Bangalore,M,1989-10-15,57.0,State Board,2008.0,63.0,State Board,17205,2,B.Tech/B.E.,Computer Science & Engineering,61.02,17205,0,Punjab,2012,350,290,495,0.4867470084,415,-1,376,-1,-1,-1,-1,0.8463,-0.4536,-0.7585,-0.2344,1.0554
2381,116205,505000.0,2011-10-01,Present,Java Software Engineer,Hyderabad,M,1989-02-02,85.0,0,2006.0,93.8,0,1014,2,B.Tech/B.E.,Information Technology,68.5,1014,0,Andhra Pradesh,2010,615,385,645,0.1656330915,305,-1,-1,-1,-1,-1,-1,-1.3025,-0.1374,0.672,0.1477,-0.2875
2382,307216,400000.0,2012-07-01,Present,Project Assistant,New Delhi,M,1988-01-03,71.71,"Bseb,Patna",2004.0,74.0,"Biec,Patna",648,1,B.Tech/B.E.,Information Technology,63.6,648,0,Kerala,2011,445,485,665,0.7656735812,485,-1,-1,-1,-1,-1,-1,-1.6538,1.2808,-0.7794,-1.4653,-1.0774
2383,1077044,505000.0,2014-08-01,4/1/15 0:00,Software Engineer,Bhubaneswar,M,1993-07-07,86.37,State Board,2010.0,80.5,State Board,14716,2,B.Tech/B.E.,Electronics & Telecommunications,79.98,14716,0,Orissa,2014,570,410,500,-1.0,495,-1,-1,-1,-1,-1,-1,0.5591,0.5454,-0.1437,-2.3895,1.0554
2385,683102,325000.0,2014-02-01,Present,Systems Engineer,Mysore,F,1991-03-14,92.8,Cbse,2009.0,74.6,Cbse,6997,2,B.Tech/B.E.,Computer Science & Engineering,76.0,6997,0,Orissa,2013,805,595,585,0.1447898895,404,-1,284,-1,-1,-1,-1,1.1336,0.8784,0.1637,-1.2486,0.0973
2386,350207,505000.0,2012-09-01,4/1/15 0:00,System Engineer,Pune,M,1990-12-27,88.6,Jkbose,2008.0,88.93,Jkbose,9019,2,B.Tech/B.E.,Computer Engineering,69.12,9019,0,Haryana,2012,655,565,524,0.8194165298,505,-1,-1,-1,-1,-1,-1,-2.1561,-0.2793,-1.0697,0.973,-0.7615
2387,553852,330000.0,2013-12-01,3/1/15 0:00,Associate Software Engineer,-1,M,1992-12-05,79.2,Cbse,2009.0,76.6,Cbse,48,1,B.Tech/B.E.,Computer Engineering,70.0,48,1,Delhi,2013,545,560,665,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.99,1.0449,0.1637,-0.8682,0.2889
2388,295835,505000.0,2011-08-01,4/1/15 0:00,Senior .Net Developer,Pune,M,1989-11-22,86.0,Mp Board,2007.0,83.8,Cbse,5400,2,B.Tech/B.E.,Information Technology,71.4,5400,0,Madhya Pradesh,2011,445,675,655,0.9922591893,665,-1,-1,-1,-1,-1,-1,0.51,0.6568,-1.6502,-0.2902,-0.7615
2389,65278,180000.0,2011-04-01,11/1/13 0:00,Process Engineer,Bangalore,M,1988-02-08,59.05,0,2006.0,46.33,0,2559,2,B.Tech/B.E.,Mechanical Engineering,65.0,2559,0,Karnataka,2010,324,385,375,0.2067106183,215,-1,-1,313,-1,-1,-1,-2.4266,-1.3713,-1.7954,0.8848,-1.0774
2390,120132,530000.0,2011-03-01,Present,Software Quality Assurance Analyst,Chennai,M,1989-03-22,86.0,0,2006.0,95.0,0,1161,2,B.Tech/B.E.,Electronics And Communication Engineering,72.0,1161,0,Andhra Pradesh,2010,355,405,585,0.2294817549,395,266,-1,-1,-1,-1,-1,0.0464,0.0328,-0.9245,-0.6428,-1.2354
2391,729448,350000.0,2013-12-01,Present,Software Engineer,Bangalore,F,1991-01-29,85.2,Cbse,2008.0,73.2,Cbse,485,2,B.Tech/B.E.,Computer Science & Engineering,76.36,485,0,Uttar Pradesh,2013,695,500,750,0.9837499665,635,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-0.6147,0.8637
